,person,offer_id,offer received,offer viewed,offer completed,valid,duration
31881,8552,3f207df678b143eea3cee63160fa8bed,17.0,17.0,,False,4
31882,8552,fafdcd668e3743c1bb461111dcafc2a4,7.0,7.25,16.5,True,10
31883,8553,2298d6c36e964ae4a3e7e9706d1fb8c2,24.0,27.5,25.0,False,7
31884,8553,2906b810c7d4411798c6938adc9daaa5,21.0,21.75,21.75,True,7
31885,8553,3f207df678b143eea3cee63160fa8bed,0.0,3.25,,False,4
31886,8553,4d5c57ea9a6940dd891ad53e9dbe8da0,14.0,,,False,5
31887,8554,2298d6c36e964ae4a3e7e9706d1fb8c2,14.0,14.75,18.5,True,7
31888,8554,2906b810c7d4411798c6938adc9daaa5,21.0,22.0,25.25,True,7
31889,8554,5a8bc65990b245e5a138643cd4eb9837,7.0,7.5,,False,3
31890,8554,f19421c1d4aa40978ebb69ca19b0e20d,0.0,1.0,4.5,True,5
31891,8555,0b1e1539f2cc45b7b9fa7c272da2e1d7,14.0,,,False,10
31892,8555,2298d6c36e964ae4a3e7e9706d1fb8c2,0.0,0.25,1.75,True,7
31893,8555,2906b810c7d4411798c6938adc9daaa5,17.0,,,False,7
31894,8555,3f207df678b143eea3cee63160fa8bed,7.0,,,False,4
31895,8555,f19421c1d4aa40978ebb69ca19b0e20d,21.0,25.0,,False,5
31896,8556,3f207df678b143eea3cee63160fa8bed,24.0,,,False,4
31897,8556,5a8bc65990b245e5a138643cd4eb9837,14.0,14.0,,False,3
31898,8556,9b98b8c7a33c4b65b9aebfe6a799e6d9,21.0,,,False,7
31899,8556,ae264e3637204a6fb9bb56bc8210ddfd,0.0,0.5,,False,7
31900,8557,3f207df678b143eea3cee63160fa8bed,17.0,,,False,4
31901,8557,9b98b8c7a33c4b65b9aebfe6a799e6d9,24.0,,24.75,False,7
31902,8557,ae264e3637204a6fb9bb56bc8210ddfd,7.0,,,False,7
31903,8557,fafdcd668e3743c1bb461111dcafc2a4,0.0,4.25,,False,10
31904,8558,3f207df678b143eea3cee63160fa8bed,14.0,,,False,4
31905,8558,5a8bc65990b245e5a138643cd4eb9837,7.0,10.25,,False,3
31906,8558,9b98b8c7a33c4b65b9aebfe6a799e6d9,21.0,22.0,,False,7
31907,8558,ae264e3637204a6fb9bb56bc8210ddfd,17.0,17.5,,False,7
31908,8558,f19421c1d4aa40978ebb69ca19b0e20d,24.0,24.5,,False,5
31909,8559,5a8bc65990b245e5a138643cd4eb9837,0.0,0.0,,False,3
31910,8559,ae264e3637204a6fb9bb56bc8210ddfd,7.0,8.25,23.5,False,7
31911,8559,fafdcd668e3743c1bb461111dcafc2a4,24.0,24.25,,False,10
31912,8560,2906b810c7d4411798c6938adc9daaa5,7.0,,7.75,False,7
31913,8560,4d5c57ea9a6940dd891ad53e9dbe8da0,24.0,24.75,,False,5
31914,8560,5a8bc65990b245e5a138643cd4eb9837,0.0,0.0,,False,3
31915,8560,ae264e3637204a6fb9bb56bc8210ddfd,17.0,,18.75,False,7
31916,8560,f19421c1d4aa40978ebb69ca19b0e20d,14.0,,18.75,False,5
31917,8561,2298d6c36e964ae4a3e7e9706d1fb8c2,21.0,21.25,21.75,True,7
31918,8561,5a8bc65990b245e5a138643cd4eb9837,7.0,14.25,,False,3
31919,8561,9b98b8c7a33c4b65b9aebfe6a799e6d9,17.0,,21.75,False,7
31920,8561,ae264e3637204a6fb9bb56bc8210ddfd,0.0,,,False,7
31921,8562,0b1e1539f2cc45b7b9fa7c272da2e1d7,21.0,,26.5,False,10
31922,8562,2906b810c7d4411798c6938adc9daaa5,0.0,1.25,4.75,True,7
31923,8562,4d5c57ea9a6940dd891ad53e9dbe8da0,17.0,17.0,18.0,True,5
31924,8562,ae264e3637204a6fb9bb56bc8210ddfd,7.0,8.5,11.5,True,7
31925,8563,2906b810c7d4411798c6938adc9daaa5,24.0,,,False,7
31926,8563,5a8bc65990b245e5a138643cd4eb9837,21.0,,,False,3
31927,8563,f19421c1d4aa40978ebb69ca19b0e20d,0.0,1.75,2.25,True,5
31928,8563,fafdcd668e3743c1bb461111dcafc2a4,7.0,9.5,10.5,True,10
31929,8564,2906b810c7d4411798c6938adc9daaa5,21.0,22.25,27.5,True,7
31930,8564,3f207df678b143eea3cee63160fa8bed,14.0,14.25,,False,4
31931,8564,4d5c57ea9a6940dd891ad53e9dbe8da0,0.0,0.0,,False,5
31932,8564,5a8bc65990b245e5a138643cd4eb9837,17.0,19.75,,False,3
31933,8564,f19421c1d4aa40978ebb69ca19b0e20d,24.0,24.0,27.5,True,5
31934,8565,0b1e1539f2cc45b7b9fa7c272da2e1d7,7.0,8.75,,False,10
31935,8565,5a8bc65990b245e5a138643cd4eb9837,0.0,,,False,3
31936,8566,f19421c1d4aa40978ebb69ca19b0e20d,24.0,24.0,,False,5
31937,8567,4d5c57ea9a6940dd891ad53e9dbe8da0,24.0,24.75,,False,5
31938,8567,5a8bc65990b245e5a138643cd4eb9837,0.0,1.25,,False,3
31939,8567,ae264e3637204a6fb9bb56bc8210ddfd,7.0,9.0,,False,7
31940,8568,0b1e1539f2cc45b7b9fa7c272da2e1d7,17.0,17.5,18.5,True,10
31941,8568,2298d6c36e964ae4a3e7e9706d1fb8c2,0.0,0.25,0.5,True,7
31942,8568,3f207df678b143eea3cee63160fa8bed,24.0,24.25,,False,4
31943,8568,9b98b8c7a33c4b65b9aebfe6a799e6d9,7.0,7.5,8.75,True,7
31944,8569,2298d6c36e964ae4a3e7e9706d1fb8c2,0.0,1.25,,False,7
31945,8569,2906b810c7d4411798c6938adc9daaa5,21.0,25.25,,False,7
31946,8569,5a8bc65990b245e5a138643cd4eb9837,14.0,14.5,,False,3
31947,8569,9b98b8c7a33c4b65b9aebfe6a799e6d9,7.0,,,False,7
31948,8570,3f207df678b143eea3cee63160fa8bed,14.0,14.25,,False,4
31949,8570,4d5c57ea9a6940dd891ad53e9dbe8da0,24.0,24.75,26.25,True,5
31950,8570,ae264e3637204a6fb9bb56bc8210ddfd,7.0,9.5,8.25,False,7
31951,8571,2298d6c36e964ae4a3e7e9706d1fb8c2,14.0,14.0,,False,7
31952,8571,3f207df678b143eea3cee63160fa8bed,21.0,,,False,4
31953,8571,4d5c57ea9a6940dd891ad53e9dbe8da0,24.0,24.0,,False,5
31954,8571,fafdcd668e3743c1bb461111dcafc2a4,7.0,7.25,,False,10
31955,8572,0b1e1539f2cc45b7b9fa7c272da2e1d7,0.0,0.5,4.25,True,10
31956,8572,3f207df678b143eea3cee63160fa8bed,14.0,14.0,,False,4
31957,8572,5a8bc65990b245e5a138643cd4eb9837,17.0,19.5,,False,3
31958,8572,9b98b8c7a33c4b65b9aebfe6a799e6d9,24.0,24.0,25.75,True,7
31959,8572,ae264e3637204a6fb9bb56bc8210ddfd,7.0,9.0,13.5,True,7
31960,8573,2298d6c36e964ae4a3e7e9706d1fb8c2,0.0,0.25,5.25,True,7
31961,8573,2906b810c7d4411798c6938adc9daaa5,14.0,,,False,7
31962,8574,2906b810c7d4411798c6938adc9daaa5,7.0,7.0,7.5,True,7
31963,8574,4d5c57ea9a6940dd891ad53e9dbe8da0,21.0,21.25,22.25,True,5
31964,8574,9b98b8c7a33c4b65b9aebfe6a799e6d9,17.0,17.25,19.75,True,7
31965,8574,ae264e3637204a6fb9bb56bc8210ddfd,14.0,14.25,14.75,True,7
31966,8575,2906b810c7d4411798c6938adc9daaa5,7.0,,,False,7
31967,8575,3f207df678b143eea3cee63160fa8bed,17.0,,,False,4
31968,8575,9b98b8c7a33c4b65b9aebfe6a799e6d9,14.0,,,False,7
31969,8575,ae264e3637204a6fb9bb56bc8210ddfd,0.0,1.5,,False,7
31970,8575,fafdcd668e3743c1bb461111dcafc2a4,21.0,22.0,24.5,True,10
31971,8576,3f207df678b143eea3cee63160fa8bed,0.0,5.5,,False,4
31972,8576,4d5c57ea9a6940dd891ad53e9dbe8da0,14.0,,17.25,False,5
31973,8576,5a8bc65990b245e5a138643cd4eb9837,17.0,17.25,,False,3
31974,8577,0b1e1539f2cc45b7b9fa7c272da2e1d7,0.0,5.5,8.25,True,10
31975,8577,2906b810c7d4411798c6938adc9daaa5,17.0,18.0,18.5,True,7
31976,8577,3f207df678b143eea3cee63160fa8bed,24.0,24.0,,False,4
31977,8577,9b98b8c7a33c4b65b9aebfe6a799e6d9,7.0,7.75,8.25,True,7
31978,8577,f19421c1d4aa40978ebb69ca19b0e20d,21.0,21.0,23.0,True,5
31979,8578,3f207df678b143eea3cee63160fa8bed,0.0,3.5,,False,4
31980,8578,4d5c57ea9a6940dd891ad53e9dbe8da0,14.0,14.0,,False,5
31981,8578,5a8bc65990b245e5a138643cd4eb9837,24.0,24.5,,False,3
31982,8579,3f207df678b143eea3cee63160fa8bed,21.0,,,False,4
31983,8579,5a8bc65990b245e5a138643cd4eb9837,0.0,0.25,,False,3
31984,8579,9b98b8c7a33c4b65b9aebfe6a799e6d9,7.0,,,False,7
31985,8579,fafdcd668e3743c1bb461111dcafc2a4,14.0,14.0,,False,10
31986,8580,0b1e1539f2cc45b7b9fa7c272da2e1d7,17.0,,17.75,False,10
31987,8580,2298d6c36e964ae4a3e7e9706d1fb8c2,0.0,0.0,0.0,True,7
31988,8580,3f207df678b143eea3cee63160fa8bed,21.0,28.25,,False,4
31989,8580,ae264e3637204a6fb9bb56bc8210ddfd,14.0,15.0,15.5,True,7
31990,8581,0b1e1539f2cc45b7b9fa7c272da2e1d7,7.0,,,False,10
31991,8581,2906b810c7d4411798c6938adc9daaa5,17.0,,,False,7
31992,8581,9b98b8c7a33c4b65b9aebfe6a799e6d9,24.0,,,False,7
31993,8581,fafdcd668e3743c1bb461111dcafc2a4,14.0,,,False,10
31994,8582,0b1e1539f2cc45b7b9fa7c272da2e1d7,7.0,,,False,10
31995,8582,2298d6c36e964ae4a3e7e9706d1fb8c2,0.0,0.5,6.5,True,7
31996,8582,5a8bc65990b245e5a138643cd4eb9837,14.0,15.75,,False,3
31997,8583,5a8bc65990b245e5a138643cd4eb9837,21.0,22.25,,False,3
31998,8583,9b98b8c7a33c4b65b9aebfe6a799e6d9,7.0,,7.75,False,7
31999,8583,ae264e3637204a6fb9bb56bc8210ddfd,17.0,17.0,17.5,True,7
32000,8583,f19421c1d4aa40978ebb69ca19b0e20d,24.0,24.0,24.5,True,5
32001,8583,fafdcd668e3743c1bb461111dcafc2a4,0.0,1.0,1.25,True,10
32002,8584,2906b810c7d4411798c6938adc9daaa5,14.0,14.75,,False,7
32003,8584,9b98b8c7a33c4b65b9aebfe6a799e6d9,7.0,,,False,7
32004,8584,f19421c1d4aa40978ebb69ca19b0e20d,17.0,18.5,,False,5
32005,8585,2906b810c7d4411798c6938adc9daaa5,7.0,7.25,,False,7
32006,8585,3f207df678b143eea3cee63160fa8bed,17.0,17.5,,False,4
32007,8585,4d5c57ea9a6940dd891ad53e9dbe8da0,14.0,15.75,,False,5
32008,8585,f19421c1d4aa40978ebb69ca19b0e20d,21.0,22.0,,False,5
32009,8585,fafdcd668e3743c1bb461111dcafc2a4,0.0,0.5,3.25,True,10
32010,8586,2298d6c36e964ae4a3e7e9706d1fb8c2,14.0,15.25,15.5,True,7
32011,8586,3f207df678b143eea3cee63160fa8bed,17.0,17.75,,False,4
32012,8586,f19421c1d4aa40978ebb69ca19b0e20d,24.0,26.0,,False,5
32013,8587,2298d6c36e964ae4a3e7e9706d1fb8c2,7.0,7.0,,False,7
32014,8587,2906b810c7d4411798c6938adc9daaa5,14.0,14.0,16.0,True,7
32015,8587,9b98b8c7a33c4b65b9aebfe6a799e6d9,21.0,21.25,28.0,True,7
32016,8588,0b1e1539f2cc45b7b9fa7c272da2e1d7,21.0,23.0,23.5,True,10
32017,8588,2298d6c36e964ae4a3e7e9706d1fb8c2,0.0,0.5,0.75,True,7
32018,8588,4d5c57ea9a6940dd891ad53e9dbe8da0,7.0,7.0,7.5,True,5
32019,8588,f19421c1d4aa40978ebb69ca19b0e20d,17.0,17.25,17.25,True,5
32020,8589,2298d6c36e964ae4a3e7e9706d1fb8c2,24.0,24.0,,False,7
32021,8589,3f207df678b143eea3cee63160fa8bed,14.0,,,False,4
32022,8590,2906b810c7d4411798c6938adc9daaa5,14.0,,19.0,False,7
32023,8590,3f207df678b143eea3cee63160fa8bed,7.0,,,False,4
32024,8590,4d5c57ea9a6940dd891ad53e9dbe8da0,17.0,17.25,24.0,False,5
32025,8591,2906b810c7d4411798c6938adc9daaa5,14.0,14.75,14.75,True,7
32026,8591,3f207df678b143eea3cee63160fa8bed,17.0,18.0,,False,4
32027,8591,9b98b8c7a33c4b65b9aebfe6a799e6d9,24.0,25.0,24.75,False,7
32028,8592,0b1e1539f2cc45b7b9fa7c272da2e1d7,17.0,,18.0,False,10
32029,8592,2298d6c36e964ae4a3e7e9706d1fb8c2,14.0,14.25,15.25,True,7
32030,8592,ae264e3637204a6fb9bb56bc8210ddfd,21.0,21.0,23.5,True,7
32031,8592,f19421c1d4aa40978ebb69ca19b0e20d,0.0,0.25,,False,5
32032,8593,0b1e1539f2cc45b7b9fa7c272da2e1d7,14.0,16.5,,False,10
32033,8593,2906b810c7d4411798c6938adc9daaa5,7.0,,,False,7
32034,8593,3f207df678b143eea3cee63160fa8bed,17.0,,,False,4
32035,8593,4d5c57ea9a6940dd891ad53e9dbe8da0,21.0,22.5,,False,5
32036,8593,5a8bc65990b245e5a138643cd4eb9837,0.0,3.0,,False,3
32037,8594,0b1e1539f2cc45b7b9fa7c272da2e1d7,17.0,,21.25,False,10
32038,8594,2906b810c7d4411798c6938adc9daaa5,7.0,,7.5,False,7
32039,8594,4d5c57ea9a6940dd891ad53e9dbe8da0,21.0,21.25,21.25,True,5
32040,8594,ae264e3637204a6fb9bb56bc8210ddfd,24.0,28.0,25.0,False,7
32041,8594,fafdcd668e3743c1bb461111dcafc2a4,0.0,0.5,0.25,False,10
32042,8595,2906b810c7d4411798c6938adc9daaa5,0.0,,,False,7
32043,8595,9b98b8c7a33c4b65b9aebfe6a799e6d9,14.0,16.5,,False,7
32044,8595,f19421c1d4aa40978ebb69ca19b0e20d,17.0,17.75,,False,5
32045,8595,fafdcd668e3743c1bb461111dcafc2a4,7.0,9.25,14.5,True,10
32046,8596,0b1e1539f2cc45b7b9fa7c272da2e1d7,14.0,,,False,10
32047,8596,2906b810c7d4411798c6938adc9daaa5,17.0,,,False,7
32048,8596,9b98b8c7a33c4b65b9aebfe6a799e6d9,24.0,,,False,7
32049,8596,ae264e3637204a6fb9bb56bc8210ddfd,0.0,0.5,,False,7
32050,8597,0b1e1539f2cc45b7b9fa7c272da2e1d7,21.0,21.25,21.25,True,10
32051,8597,2298d6c36e964ae4a3e7e9706d1fb8c2,7.0,7.25,7.75,True,7
32052,8597,3f207df678b143eea3cee63160fa8bed,17.0,17.0,,False,4
32053,8597,5a8bc65990b245e5a138643cd4eb9837,24.0,26.5,,False,3
32054,8597,ae264e3637204a6fb9bb56bc8210ddfd,14.0,14.0,16.25,True,7
32055,8598,0b1e1539f2cc45b7b9fa7c272da2e1d7,7.0,,,False,10
32056,8598,2298d6c36e964ae4a3e7e9706d1fb8c2,21.0,24.0,,False,7
32057,8598,2906b810c7d4411798c6938adc9daaa5,0.0,0.75,,False,7
32058,8598,ae264e3637204a6fb9bb56bc8210ddfd,17.0,,,False,7
32059,8599,5a8bc65990b245e5a138643cd4eb9837,7.0,7.0,,False,3
32060,8599,9b98b8c7a33c4b65b9aebfe6a799e6d9,0.0,0.25,1.0,True,7
32061,8600,2298d6c36e964ae4a3e7e9706d1fb8c2,17.0,20.25,22.25,True,7
32062,8600,2906b810c7d4411798c6938adc9daaa5,7.0,,,False,7
32063,8600,ae264e3637204a6fb9bb56bc8210ddfd,24.0,24.0,,False,7
32064,8600,f19421c1d4aa40978ebb69ca19b0e20d,0.0,0.5,,False,5
32065,8601,2298d6c36e964ae4a3e7e9706d1fb8c2,14.0,16.0,,False,7
32066,8601,3f207df678b143eea3cee63160fa8bed,7.0,7.0,,False,4
32067,8601,9b98b8c7a33c4b65b9aebfe6a799e6d9,0.0,0.5,,False,7
32068,8602,2298d6c36e964ae4a3e7e9706d1fb8c2,0.0,0.75,3.75,True,7
32069,8602,f19421c1d4aa40978ebb69ca19b0e20d,7.0,7.0,,False,5
32070,8603,2906b810c7d4411798c6938adc9daaa5,21.0,23.5,,False,7
32071,8603,3f207df678b143eea3cee63160fa8bed,0.0,0.5,,False,4
32072,8603,fafdcd668e3743c1bb461111dcafc2a4,7.0,7.5,,False,10
32073,8604,2298d6c36e964ae4a3e7e9706d1fb8c2,21.0,23.5,,False,7
32074,8604,fafdcd668e3743c1bb461111dcafc2a4,0.0,0.25,,False,10
32075,8605,3f207df678b143eea3cee63160fa8bed,14.0,,,False,4
32076,8605,9b98b8c7a33c4b65b9aebfe6a799e6d9,24.0,,,False,7
32077,8605,ae264e3637204a6fb9bb56bc8210ddfd,7.0,12.0,,False,7
32078,8606,4d5c57ea9a6940dd891ad53e9dbe8da0,0.0,0.0,,False,5
32079,8606,5a8bc65990b245e5a138643cd4eb9837,21.0,21.0,,False,3
32080,8606,ae264e3637204a6fb9bb56bc8210ddfd,17.0,18.25,,False,7
32081,8606,f19421c1d4aa40978ebb69ca19b0e20d,14.0,14.25,,False,5
32082,8607,3f207df678b143eea3cee63160fa8bed,24.0,,,False,4
32083,8607,4d5c57ea9a6940dd891ad53e9dbe8da0,14.0,15.25,16.25,True,5
32084,8607,9b98b8c7a33c4b65b9aebfe6a799e6d9,7.0,8.75,11.25,True,7
32085,8607,ae264e3637204a6fb9bb56bc8210ddfd,0.0,1.5,3.75,True,7
32086,8607,f19421c1d4aa40978ebb69ca19b0e20d,21.0,21.0,22.0,True,5
32087,8608,0b1e1539f2cc45b7b9fa7c272da2e1d7,0.0,,,False,10
32088,8608,5a8bc65990b245e5a138643cd4eb9837,7.0,7.0,,False,3
32089,8608,9b98b8c7a33c4b65b9aebfe6a799e6d9,14.0,27.75,25.25,False,7
32090,8608,ae264e3637204a6fb9bb56bc8210ddfd,21.0,,,False,7
32091,8609,0b1e1539f2cc45b7b9fa7c272da2e1d7,0.0,0.75,,False,10
32092,8609,5a8bc65990b245e5a138643cd4eb9837,7.0,15.5,,False,3
32093,8609,ae264e3637204a6fb9bb56bc8210ddfd,21.0,21.5,,False,7
32094,8610,0b1e1539f2cc45b7b9fa7c272da2e1d7,14.0,14.0,17.5,True,10
32095,8610,2906b810c7d4411798c6938adc9daaa5,0.0,1.0,1.0,True,7
32096,8610,5a8bc65990b245e5a138643cd4eb9837,7.0,8.0,,False,3
32097,8610,f19421c1d4aa40978ebb69ca19b0e20d,24.0,24.0,24.25,True,5
32098,8611,5a8bc65990b245e5a138643cd4eb9837,17.0,18.0,,False,3
32099,8611,9b98b8c7a33c4b65b9aebfe6a799e6d9,0.0,2.75,6.0,True,7
32100,8611,f19421c1d4aa40978ebb69ca19b0e20d,14.0,14.0,14.0,True,5
32101,8611,fafdcd668e3743c1bb461111dcafc2a4,24.0,24.0,24.0,True,10
32102,8612,3f207df678b143eea3cee63160fa8bed,14.0,14.0,,False,4
32103,8612,4d5c57ea9a6940dd891ad53e9dbe8da0,21.0,21.25,,False,5
32104,8612,5a8bc65990b245e5a138643cd4eb9837,0.0,0.25,,False,3
32105,8612,9b98b8c7a33c4b65b9aebfe6a799e6d9,24.0,25.0,,False,7
32106,8612,ae264e3637204a6fb9bb56bc8210ddfd,7.0,7.0,,False,7
32107,8612,fafdcd668e3743c1bb461111dcafc2a4,17.0,18.5,,False,10
32108,8613,4d5c57ea9a6940dd891ad53e9dbe8da0,24.0,24.75,,False,5
32109,8613,ae264e3637204a6fb9bb56bc8210ddfd,14.0,14.75,,False,7
32110,8613,f19421c1d4aa40978ebb69ca19b0e20d,7.0,8.25,,False,5
32111,8614,0b1e1539f2cc45b7b9fa7c272da2e1d7,24.0,24.0,,False,10
32112,8614,4d5c57ea9a6940dd891ad53e9dbe8da0,17.0,17.0,,False,5
32113,8614,9b98b8c7a33c4b65b9aebfe6a799e6d9,0.0,0.0,,False,7
32114,8614,f19421c1d4aa40978ebb69ca19b0e20d,21.0,21.0,,False,5
32115,8615,3f207df678b143eea3cee63160fa8bed,0.0,3.25,,False,4
32116,8615,5a8bc65990b245e5a138643cd4eb9837,17.0,17.5,,False,3
32117,8615,ae264e3637204a6fb9bb56bc8210ddfd,7.0,,8.5,False,7
32118,8615,fafdcd668e3743c1bb461111dcafc2a4,14.0,14.0,14.5,True,10
32119,8616,3f207df678b143eea3cee63160fa8bed,24.0,,,False,4
32120,8616,5a8bc65990b245e5a138643cd4eb9837,17.0,17.25,,False,3
32121,8616,9b98b8c7a33c4b65b9aebfe6a799e6d9,7.0,10.5,,False,7
32122,8616,f19421c1d4aa40978ebb69ca19b0e20d,14.0,15.0,,False,5
32123,8617,9b98b8c7a33c4b65b9aebfe6a799e6d9,0.0,1.75,1.75,True,7
32124,8617,ae264e3637204a6fb9bb56bc8210ddfd,7.0,11.0,13.75,True,7
32125,8617,f19421c1d4aa40978ebb69ca19b0e20d,14.0,17.5,16.0,False,5
32126,8618,0b1e1539f2cc45b7b9fa7c272da2e1d7,7.0,,,False,10
32127,8618,9b98b8c7a33c4b65b9aebfe6a799e6d9,21.0,,24.25,False,7
32128,8618,f19421c1d4aa40978ebb69ca19b0e20d,0.0,0.25,,False,5
32129,8619,0b1e1539f2cc45b7b9fa7c272da2e1d7,7.0,15.75,,False,10
32130,8619,9b98b8c7a33c4b65b9aebfe6a799e6d9,0.0,,,False,7
32131,8619,ae264e3637204a6fb9bb56bc8210ddfd,24.0,24.75,,False,7
32132,8620,2906b810c7d4411798c6938adc9daaa5,0.0,0.5,,False,7
32133,8620,3f207df678b143eea3cee63160fa8bed,14.0,,,False,4
32134,8620,5a8bc65990b245e5a138643cd4eb9837,17.0,17.0,,False,3
32135,8621,3f207df678b143eea3cee63160fa8bed,0.0,,,False,4
32136,8621,ae264e3637204a6fb9bb56bc8210ddfd,17.0,17.75,,False,7
32137,8622,0b1e1539f2cc45b7b9fa7c272da2e1d7,17.0,,,False,10
32138,8622,3f207df678b143eea3cee63160fa8bed,24.0,,,False,4
32139,8622,9b98b8c7a33c4b65b9aebfe6a799e6d9,7.0,,8.5,False,7
32140,8622,ae264e3637204a6fb9bb56bc8210ddfd,14.0,14.25,,False,7
32141,8622,f19421c1d4aa40978ebb69ca19b0e20d,21.0,21.0,,False,5
32142,8622,fafdcd668e3743c1bb461111dcafc2a4,0.0,0.0,10.0,True,10
32143,8623,0b1e1539f2cc45b7b9fa7c272da2e1d7,24.0,,,False,10
32144,8623,3f207df678b143eea3cee63160fa8bed,21.0,,,False,4
32145,8623,4d5c57ea9a6940dd891ad53e9dbe8da0,17.0,17.75,,False,5
32146,8623,5a8bc65990b245e5a138643cd4eb9837,0.0,2.0,,False,3
32147,8623,ae264e3637204a6fb9bb56bc8210ddfd,14.0,14.25,,False,7
32148,8624,2298d6c36e964ae4a3e7e9706d1fb8c2,21.0,21.25,25.0,True,7
32149,8624,3f207df678b143eea3cee63160fa8bed,17.0,24.0,,False,4
32150,8624,9b98b8c7a33c4b65b9aebfe6a799e6d9,14.0,,,False,7
32151,8624,ae264e3637204a6fb9bb56bc8210ddfd,0.0,1.25,,False,7
32152,8624,f19421c1d4aa40978ebb69ca19b0e20d,7.0,7.75,9.5,True,5
32153,8625,0b1e1539f2cc45b7b9fa7c272da2e1d7,0.0,,,False,10
32154,8625,2298d6c36e964ae4a3e7e9706d1fb8c2,17.0,17.0,18.25,True,7
32155,8625,3f207df678b143eea3cee63160fa8bed,7.0,12.25,,False,4
32156,8625,5a8bc65990b245e5a138643cd4eb9837,14.0,14.0,,False,3
32157,8626,2298d6c36e964ae4a3e7e9706d1fb8c2,17.0,17.25,22.5,True,7
32158,8626,2906b810c7d4411798c6938adc9daaa5,0.0,0.5,7.0,True,7
32159,8626,3f207df678b143eea3cee63160fa8bed,7.0,8.0,,False,4
32160,8626,5a8bc65990b245e5a138643cd4eb9837,21.0,21.75,,False,3
32161,8626,9b98b8c7a33c4b65b9aebfe6a799e6d9,14.0,14.25,,False,7
32162,8627,2298d6c36e964ae4a3e7e9706d1fb8c2,17.0,17.0,18.25,True,7
32163,8627,4d5c57ea9a6940dd891ad53e9dbe8da0,24.0,24.25,24.5,True,5
32164,8627,9b98b8c7a33c4b65b9aebfe6a799e6d9,0.0,0.5,3.0,True,7
32165,8627,f19421c1d4aa40978ebb69ca19b0e20d,14.0,16.75,18.25,True,5
32166,8628,2298d6c36e964ae4a3e7e9706d1fb8c2,21.0,,26.5,False,7
32167,8628,2906b810c7d4411798c6938adc9daaa5,0.0,,7.0,False,7
32168,8628,5a8bc65990b245e5a138643cd4eb9837,14.0,14.75,,False,3
32169,8628,9b98b8c7a33c4b65b9aebfe6a799e6d9,17.0,,22.25,False,7
32170,8628,f19421c1d4aa40978ebb69ca19b0e20d,7.0,7.0,7.0,True,5
32171,8628,fafdcd668e3743c1bb461111dcafc2a4,24.0,24.25,,False,10
32172,8629,0b1e1539f2cc45b7b9fa7c272da2e1d7,17.0,,,False,10
32173,8629,9b98b8c7a33c4b65b9aebfe6a799e6d9,7.0,7.5,,False,7
32174,8629,f19421c1d4aa40978ebb69ca19b0e20d,24.0,25.5,,False,5
32175,8629,fafdcd668e3743c1bb461111dcafc2a4,0.0,15.5,,False,10
32176,8630,4d5c57ea9a6940dd891ad53e9dbe8da0,0.0,0.0,,False,5
32177,8630,9b98b8c7a33c4b65b9aebfe6a799e6d9,17.0,,,False,7
32178,8630,fafdcd668e3743c1bb461111dcafc2a4,24.0,24.75,,False,10
32179,8631,0b1e1539f2cc45b7b9fa7c272da2e1d7,17.0,17.75,18.5,True,10
32180,8631,3f207df678b143eea3cee63160fa8bed,21.0,21.0,,False,4
32181,8631,5a8bc65990b245e5a138643cd4eb9837,24.0,26.5,,False,3
32182,8631,f19421c1d4aa40978ebb69ca19b0e20d,7.0,7.5,10.25,True,5
32183,8631,fafdcd668e3743c1bb461111dcafc2a4,14.0,14.5,14.25,False,10
32184,8632,2906b810c7d4411798c6938adc9daaa5,7.0,8.0,8.5,True,7
32185,8632,9b98b8c7a33c4b65b9aebfe6a799e6d9,17.0,18.0,17.25,False,7
32186,8632,f19421c1d4aa40978ebb69ca19b0e20d,0.0,0.0,0.25,True,5
32187,8632,fafdcd668e3743c1bb461111dcafc2a4,24.0,24.25,24.5,True,10
32188,8633,9b98b8c7a33c4b65b9aebfe6a799e6d9,0.0,1.75,,False,7
32189,8633,ae264e3637204a6fb9bb56bc8210ddfd,7.0,7.25,7.25,True,7
32190,8633,f19421c1d4aa40978ebb69ca19b0e20d,21.0,21.0,21.5,True,5
32191,8633,fafdcd668e3743c1bb461111dcafc2a4,24.0,24.0,28.0,True,10
32192,8634,3f207df678b143eea3cee63160fa8bed,0.0,1.5,,False,4
32193,8634,5a8bc65990b245e5a138643cd4eb9837,24.0,27.0,,False,3
32194,8634,9b98b8c7a33c4b65b9aebfe6a799e6d9,14.0,,,False,7
32195,8635,0b1e1539f2cc45b7b9fa7c272da2e1d7,24.0,,28.0,False,10
32196,8635,3f207df678b143eea3cee63160fa8bed,17.0,,,False,4
32197,8635,9b98b8c7a33c4b65b9aebfe6a799e6d9,7.0,13.0,7.5,False,7
32198,8635,ae264e3637204a6fb9bb56bc8210ddfd,14.0,15.5,16.0,True,7
32199,8636,2298d6c36e964ae4a3e7e9706d1fb8c2,7.0,7.25,9.5,True,7
32200,8636,3f207df678b143eea3cee63160fa8bed,17.0,17.75,,False,4
32201,8636,4d5c57ea9a6940dd891ad53e9dbe8da0,14.0,,,False,5
32202,8636,5a8bc65990b245e5a138643cd4eb9837,21.0,21.0,,False,3
