,person,offer_id,day_received,day_viewed,transactions,duration ,valid
4910,10396,5a8bc65990b245e5a138643cd4eb9837,17.0,19.75,[11.75 20.75 27.  ],3,False
4911,10397,5a8bc65990b245e5a138643cd4eb9837,24.0,25.25,"[ 0.25  0.5   6.25 11.   12.25 15.75 16.   16.25 16.5  18.25 18.5  19.
 26.75]",3,True
4912,10399,3f207df678b143eea3cee63160fa8bed,7.0,7.25,"[ 1.    1.25  1.5   1.75  2.25  3.75  4.25  4.75  5.5   7.25  8.5   9.75
 14.25 16.75 17.5  18.5  19.   22.75 24.   24.75 25.75 27.   29.25]",4,True
4913,10404,5a8bc65990b245e5a138643cd4eb9837,0.0,1.25,[ 1.25  1.75  2.    8.   13.5  17.   18.25 19.25],3,True
4914,10405,3f207df678b143eea3cee63160fa8bed,14.0,14.75,"[ 3.5   4.25  4.5   4.75  5.   11.   11.25 12.75 13.25 15.   16.5  18.5
 25.75 27.75]",4,True
4915,10407,5a8bc65990b245e5a138643cd4eb9837,24.0,24.0,[ 2.   15.75 22.5 ],3,False
4916,10408,5a8bc65990b245e5a138643cd4eb9837,24.0,24.5,[10.25 10.5  19.5  24.   24.75 27.   28.  ],3,True
4917,10409,3f207df678b143eea3cee63160fa8bed,0.0,0.75,[ 1.   12.75 20.25 20.5  22.25 25.5 ],4,True
4918,10413,3f207df678b143eea3cee63160fa8bed,14.0,14.5,[ 7.25  7.5  16.5  24.5 ],4,True
4919,10416,5a8bc65990b245e5a138643cd4eb9837,0.0,0.0,"[ 0.75  1.25  2.5  11.75 15.25 15.5  16.25 16.5  19.25 20.25 22.75 24.
 25.25 26.   27.75]",3,True
4920,10418,5a8bc65990b245e5a138643cd4eb9837,17.0,19.25,[ 0.25 11.75 18.   27.75 29.  ],3,False
4921,10420,5a8bc65990b245e5a138643cd4eb9837,7.0,8.75,"[ 3.    4.75  6.75  7.   10.   13.5  17.5  18.   19.   22.   22.25 24.25
 26.75 27.25 28.5 ]",3,True
4922,10422,3f207df678b143eea3cee63160fa8bed,17.0,17.0,"[ 0.5   2.    2.25  4.25  5.5   7.75  8.5   8.75 10.5  11.25 11.5  11.75
 13.5  16.25 18.   18.25 20.   21.75 22.   24.25 25.25 28.5 ]",4,True
4923,10423,5a8bc65990b245e5a138643cd4eb9837,7.0,7.5,[10.25 11.5  12.25 19.25 27.5 ],3,False
4924,10427,5a8bc65990b245e5a138643cd4eb9837,0.0,1.5,[ 2.5   5.75 11.5  27.25 28.25],3,True
4925,10432,3f207df678b143eea3cee63160fa8bed,0.0,0.25,[ 1.5   3.    3.5   6.   12.   20.   25.   25.25 26.5 ],4,True
4926,10438,5a8bc65990b245e5a138643cd4eb9837,7.0,8.25,[19.5  21.25],3,False
4927,10441,5a8bc65990b245e5a138643cd4eb9837,14.0,29.5,[ 2.25  2.5   4.    7.75 10.5  16.25 19.5  20.   21.5 ],3,False
4928,10445,5a8bc65990b245e5a138643cd4eb9837,21.0,21.0,[ 2.  24.5],3,False
4929,10448,3f207df678b143eea3cee63160fa8bed,7.0,7.5,"[ 1.25  2.5   4.25  6.    8.   10.25 14.25 15.   15.75 17.5  17.75 18.
 19.25 20.25 20.5  23.75 25.5  26.75 27.   27.25 27.5  29.   29.25]",4,True
4930,10450,5a8bc65990b245e5a138643cd4eb9837,14.0,14.0,[ 8.75 15.   22.25 25.25 27.  ],3,True
4931,10451,5a8bc65990b245e5a138643cd4eb9837,7.0,7.75,"[ 0.25  3.    8.    8.25 11.75 12.5  12.75 14.75 18.   19.75 25.   26.5
 27.25 29.25]",3,True
4932,10453,5a8bc65990b245e5a138643cd4eb9837,7.0,8.25,[ 0.   13.5  20.75 22.  ],3,False
4933,10454,5a8bc65990b245e5a138643cd4eb9837,0.0,10.5,[ 3.25 19.5  20.   24.25 29.  ],3,False
4934,10456,3f207df678b143eea3cee63160fa8bed,24.0,27.0,[ 0.25  6.   13.   23.  ],4,False
4935,10458,5a8bc65990b245e5a138643cd4eb9837,0.0,0.0,"[ 0.5   0.75  2.25  2.5   2.75  7.5   8.   10.25 10.75 11.5  19.25 23.75
 25.75 26.5  27.   28.25]",3,True
4936,10459,5a8bc65990b245e5a138643cd4eb9837,0.0,0.0,"[ 0.5   0.75  3.5   4.25  7.25  8.5   8.75 10.75 11.75 12.25 16.75 19.
 20.5  23.75 25.25 27.75]",3,True
4937,10461,5a8bc65990b245e5a138643cd4eb9837,7.0,7.0,"[ 2.75  4.    7.25  9.   10.   11.75 13.25 16.25 17.   18.75 20.5  23.
 24.   25.5  26.75]",3,True
4938,10462,5a8bc65990b245e5a138643cd4eb9837,21.0,21.25,[ 1.75  3.5   6.5   8.25  9.75 16.   19.5  21.5  24.   29.5 ],3,True
4939,10463,3f207df678b143eea3cee63160fa8bed,14.0,15.0,[ 0.25  7.5   8.   15.  ],4,True
4940,10465,5a8bc65990b245e5a138643cd4eb9837,0.0,0.75,[ 4.5   8.25 15.25 15.75 18.5  19.   21.25 23.75 27.75],3,False
4941,10466,5a8bc65990b245e5a138643cd4eb9837,14.0,14.5,[ 6.25 14.5  18.25],3,True
4942,10469,3f207df678b143eea3cee63160fa8bed,0.0,8.0,[ 8.5  12.5  14.   17.75 20.5  21.   25.25 27.75],4,False
4943,10470,5a8bc65990b245e5a138643cd4eb9837,0.0,1.25,[ 0.75  7.5  10.75 15.   16.5 ],3,False
4944,10474,5a8bc65990b245e5a138643cd4eb9837,14.0,20.75,"[ 1.5   4.25  9.   10.5  13.25 14.75 16.   21.   22.75 24.   27.   27.75
 28.25]",3,False
4945,10475,3f207df678b143eea3cee63160fa8bed,7.0,7.0,[ 1.5   7.5   8.   13.   13.75 17.   19.25 19.5  24.75 27.25],4,True
4946,10477,5a8bc65990b245e5a138643cd4eb9837,0.0,0.5,[ 5.   10.5  14.25 21.25 22.75 25.   27.75],3,False
4947,10481,5a8bc65990b245e5a138643cd4eb9837,0.0,1.0,[ 1.25  1.75  2.    8.5  16.   29.25],3,True
4948,10482,5a8bc65990b245e5a138643cd4eb9837,0.0,4.0,[ 2.25 10.75 18.25 23.25 26.  ],3,False
4949,10486,5a8bc65990b245e5a138643cd4eb9837,14.0,16.0,[ 6.25  6.75 11.5  18.75 19.5  24.25],3,False
4950,10487,3f207df678b143eea3cee63160fa8bed,21.0,21.25,[ 1.    4.    7.75  8.   11.   21.   23.75 26.25 26.75 27.75],4,True
4951,10488,3f207df678b143eea3cee63160fa8bed,14.0,14.0,[ 6.75 14.25 15.5  29.25],4,True
4952,10492,3f207df678b143eea3cee63160fa8bed,0.0,1.0,[ 2.    2.75 12.5  17.25 21.5  22.75 25.   26.   29.75],4,True
4953,10498,3f207df678b143eea3cee63160fa8bed,21.0,21.25,[ 0.25  5.25  7.5  15.5  15.75 21.   21.5  24.25 27.75],4,True
4954,10499,5a8bc65990b245e5a138643cd4eb9837,7.0,11.25,[ 9.75 12.   17.   22.   27.5 ],3,False
4955,10501,3f207df678b143eea3cee63160fa8bed,0.0,4.5,[11.25 18.  ],4,False
4956,10503,5a8bc65990b245e5a138643cd4eb9837,21.0,23.0,[ 5.   12.5  13.25 24.   24.25 26.   29.   29.25 29.5 ],3,True
4957,10505,3f207df678b143eea3cee63160fa8bed,0.0,2.0,[ 0.5   3.    3.25 10.5  17.25 18.75 19.25 27.25 27.5 ],4,True
4958,10509,5a8bc65990b245e5a138643cd4eb9837,17.0,17.75,[ 5.75  9.   19.   26.   26.25 27.75],3,True
4959,10513,5a8bc65990b245e5a138643cd4eb9837,14.0,15.0,[ 5.25 13.25 15.75 21.25 26.   26.5  27.25],3,True
4960,10515,5a8bc65990b245e5a138643cd4eb9837,0.0,0.0,[13.   19.   19.5  19.75 21.25 22.75 23.75],3,False
4961,10516,5a8bc65990b245e5a138643cd4eb9837,17.0,17.0,"[11.   13.   13.25 15.75 16.25 17.   17.5  18.25 20.   23.   23.5  25.75
 26.25 26.75 27.5  28.25]",3,True
4962,10518,3f207df678b143eea3cee63160fa8bed,7.0,7.5,[ 0.25  0.75  3.5   4.    7.5  24.  ],4,True
4963,10519,5a8bc65990b245e5a138643cd4eb9837,17.0,17.25,[ 8.75 14.   15.   16.   20.5  23.5  24.   24.5  24.75 27.   29.5 ],3,False
4964,10521,5a8bc65990b245e5a138643cd4eb9837,21.0,21.0,[ 0.    4.75  5.5   8.   13.25 18.25 19.25 20.   20.5  28.  ],3,False
4965,10527,5a8bc65990b245e5a138643cd4eb9837,7.0,7.0,[19.25 23.   23.75 28.75],3,False
4966,10529,5a8bc65990b245e5a138643cd4eb9837,7.0,14.5,[ 2.    6.5  11.   15.25 19.25 22.5  24.75 25.25 26.5  27.75],3,False
4967,10532,5a8bc65990b245e5a138643cd4eb9837,17.0,17.5,[21.   21.5  26.75],3,False
4968,10534,5a8bc65990b245e5a138643cd4eb9837,24.0,24.75,[ 4.75  5.5   9.   11.   12.75 15.5  17.5  20.   24.75 26.5 ],3,True
4969,10535,3f207df678b143eea3cee63160fa8bed,0.0,2.5,[15.5  16.25 17.25 17.5  28.  ],4,False
4970,10536,5a8bc65990b245e5a138643cd4eb9837,17.0,19.75,[ 0.25  7.75 22.75],3,False
4971,10544,5a8bc65990b245e5a138643cd4eb9837,0.0,0.75,[ 6.   13.25 18.5  19.5  20.5  21.   23.   26.  ],3,False
4972,10546,5a8bc65990b245e5a138643cd4eb9837,0.0,5.5,[10.75 19.25 19.75 23.5  26.  ],3,False
4973,10547,3f207df678b143eea3cee63160fa8bed,21.0,21.0,[ 1.25  7.   13.5  18.75 19.75 21.5  23.25],4,True
4974,10549,5a8bc65990b245e5a138643cd4eb9837,17.0,18.0,[ 2.25  4.    7.75 10.75 15.25 16.75 19.   21.75 22.75 23.   24.5 ],3,True
4975,10552,5a8bc65990b245e5a138643cd4eb9837,14.0,14.25,"[ 0.    0.25  4.25  8.25  9.75 13.   15.   15.25 16.75 17.75 19.25 20.5
 27.25]",3,True
4976,10554,3f207df678b143eea3cee63160fa8bed,7.0,9.0,[ 0.5   2.5   5.5   6.75  7.   10.75 11.   16.5  18.5  24.25],4,True
4977,10555,5a8bc65990b245e5a138643cd4eb9837,17.0,20.25,"[ 0.    4.5   5.5   9.   11.   14.75 16.25 20.   22.5  23.   25.   26.75
 27.   27.25 27.75 28.   28.5  28.75 29.   29.25]",3,False
4978,10560,3f207df678b143eea3cee63160fa8bed,24.0,25.0,"[ 0.    2.25  7.75  8.   10.25 10.5  10.75 12.25 12.5  17.25 25.25 27.25
 27.75]",4,True
4979,10561,3f207df678b143eea3cee63160fa8bed,0.0,4.0,"[ 3.5   4.5  12.   14.75 15.75 16.25 16.75 19.   20.25 21.   25.5  25.75
 27.   27.5  28.   28.5  29.5 ]",4,False
4980,10562,5a8bc65990b245e5a138643cd4eb9837,17.0,17.5,[21.75 24.   25.25 26.   27.  ],3,False
4981,10563,5a8bc65990b245e5a138643cd4eb9837,21.0,21.5,[12.25 20.25 29.5 ],3,False
4982,10574,3f207df678b143eea3cee63160fa8bed,14.0,14.0,[ 0.    5.    7.5  19.5  19.75 25.5  25.75 26.25 26.5  27.5 ],4,False
4983,10581,3f207df678b143eea3cee63160fa8bed,17.0,17.75,[ 6.75  8.75 13.   28.75],4,False
4984,10583,5a8bc65990b245e5a138643cd4eb9837,14.0,14.25,[ 3.75  5.25  8.25  9.25 13.25 13.75 18.   21.25 21.5  25.5 ],3,False
4985,10585,5a8bc65990b245e5a138643cd4eb9837,21.0,21.0,[13.   14.25 17.75 18.25 22.5  24.   24.25 25.   26.5  27.5 ],3,True
4986,10586,3f207df678b143eea3cee63160fa8bed,0.0,1.25,[ 2.25 12.   21.   22.   23.   24.25 28.   28.5 ],4,True
4987,10590,5a8bc65990b245e5a138643cd4eb9837,7.0,7.5,[ 8.75 17.75 27.  ],3,True
4988,10591,5a8bc65990b245e5a138643cd4eb9837,17.0,19.0,[ 1.    1.25  4.    5.25  6.75  7.   15.   23.25 23.5  24.25 26.25 26.5 ],3,False
4989,10599,3f207df678b143eea3cee63160fa8bed,24.0,27.0,[12.5 20.5],4,False
4990,10602,5a8bc65990b245e5a138643cd4eb9837,17.0,20.0,"[ 2.5   5.    7.75 10.   11.25 11.75 13.5  13.75 15.25 16.5  17.   17.25
 24.75]",3,False
4991,10604,3f207df678b143eea3cee63160fa8bed,21.0,21.0,[15.5  15.75 17.75 22.25 27.25 28.5 ],4,True
4992,10605,5a8bc65990b245e5a138643cd4eb9837,0.0,0.25,[ 0.75  2.75  4.75  5.75 11.   20.5  24.   24.75 25.25],3,True
4993,10606,3f207df678b143eea3cee63160fa8bed,0.0,0.25,"[ 0.5   3.5   9.    9.75 11.   15.75 17.5  18.25 19.   19.25 22.   24.5
 24.75 25.   27.75 29.5 ]",4,True
4994,10607,5a8bc65990b245e5a138643cd4eb9837,21.0,23.75,[ 6.    6.75  8.5  15.5  16.75 18.   18.5  19.   24.25 25.5  26.   26.5 ],3,False
4995,10608,3f207df678b143eea3cee63160fa8bed,14.0,24.5,[ 1.    1.5   6.25  8.75 17.   22.75],4,False
4996,10612,3f207df678b143eea3cee63160fa8bed,17.0,19.75,[ 6.    7.5  15.5  18.25 21.75 22.25 26.75 27.25],4,False
4997,10613,3f207df678b143eea3cee63160fa8bed,7.0,7.5,[ 9.25 15.25 17.   19.   26.5 ],4,True
4998,10614,5a8bc65990b245e5a138643cd4eb9837,14.0,14.0,"[ 1.5   2.    4.    9.    9.25 11.   11.5  15.   16.   17.   18.25 20.75
 21.5  23.25 23.75 24.25 24.75 29.75]",3,True
4999,10615,3f207df678b143eea3cee63160fa8bed,7.0,9.75,[ 3.   10.25 12.   14.75 16.5  20.   22.   28.25],4,True
5000,10617,5a8bc65990b245e5a138643cd4eb9837,17.0,17.25,"[12.25 17.5  18.25 19.25 20.75 21.75 23.25 23.75 25.25 25.5  25.75 26.
 26.5  27.5  28.25]",3,True
5001,10619,5a8bc65990b245e5a138643cd4eb9837,17.0,17.25,[ 2.25  8.25  8.75  9.   16.   18.5  19.25 21.75 24.5  26.25 27.  ],3,True
5002,10621,3f207df678b143eea3cee63160fa8bed,24.0,25.0,[13.25 15.   16.75 18.   24.25 25.25 27.25],4,True
5003,10622,5a8bc65990b245e5a138643cd4eb9837,7.0,7.0,"[ 0.5   1.75  3.25  7.75  9.75 16.5  18.25 20.5  20.75 21.5  22.75 24.5
 26.25 27.  ]",3,True
5004,10623,5a8bc65990b245e5a138643cd4eb9837,17.0,17.0,[ 1.    1.5   2.75  7.   14.75 19.   22.25 29.   29.25],3,True
5005,10625,5a8bc65990b245e5a138643cd4eb9837,0.0,1.25,[ 0.75  5.25 10.5  11.75 18.5  19.5  24.   24.25 26.   29.75],3,False
5006,10629,5a8bc65990b245e5a138643cd4eb9837,14.0,14.5,[ 3.    3.75 11.75 12.75 18.5  22.5  24.5  27.   27.25 27.75 28.5 ],3,False
5007,10631,3f207df678b143eea3cee63160fa8bed,14.0,14.0,[ 7.  22.5 25. ],4,False
5008,10642,5a8bc65990b245e5a138643cd4eb9837,0.0,2.25,"[ 1.75  6.75  9.    9.75 12.5  15.25 15.75 16.25 17.   17.5  17.75 19.25
 22.25 22.5  23.   26.5  29.5 ]",3,False
5009,10643,5a8bc65990b245e5a138643cd4eb9837,17.0,17.25,[ 2.    4.5   7.5  12.25 13.   15.   17.5  18.75 27.   27.25],3,True
5010,10648,3f207df678b143eea3cee63160fa8bed,17.0,19.5,[ 5.   14.25],4,False
5011,10654,5a8bc65990b245e5a138643cd4eb9837,14.0,14.0,"[10.5  10.75 11.   11.25 13.75 16.   18.25 19.5  21.   21.5  22.75 23.5
 26.   29.25]",3,True
5012,10659,3f207df678b143eea3cee63160fa8bed,17.0,17.5,[ 4.75  6.5  11.75 15.   17.75 18.   21.5  22.25 23.25 25.25 27.  ],4,True
5013,10661,5a8bc65990b245e5a138643cd4eb9837,21.0,21.5,[ 6.5  11.5  21.5  24.75 29.  ],3,True
5014,10662,3f207df678b143eea3cee63160fa8bed,0.0,6.75,"[ 9.75 15.   16.   18.   18.75 19.5  21.75 25.   26.   26.5  26.75 27.75
 29.25]",4,False
5015,10664,3f207df678b143eea3cee63160fa8bed,14.0,15.5,[ 2.5  13.75 21.25 24.25],4,False
5016,10665,3f207df678b143eea3cee63160fa8bed,0.0,0.0,[ 7.75  8.25  8.75  9.75 15.75 20.5  22.25 25.   27.5 ],4,False
5017,10666,5a8bc65990b245e5a138643cd4eb9837,14.0,15.0,[ 1.5  12.75 13.   15.5  16.25 21.   21.25 21.75 22.25 28.25],3,True
5018,10667,3f207df678b143eea3cee63160fa8bed,14.0,14.25,[ 7.75  8.25 11.75 12.75 14.5  14.75 21.75 24.25 28.75],4,True
5019,10668,5a8bc65990b245e5a138643cd4eb9837,0.0,0.0,[ 0.75  7.25 10.75 13.75 23.75 26.25 27.  ],3,True
5020,10669,5a8bc65990b245e5a138643cd4eb9837,17.0,19.0,"[ 0.    0.75  1.5   3.25  6.   11.5  12.75 16.5  17.75 19.25 22.5  24.5
 25.5  26.   26.75 27.5  28.25 29.  ]",3,True
5021,10672,5a8bc65990b245e5a138643cd4eb9837,21.0,23.0,[17. 21. 23.],3,True
5022,10682,5a8bc65990b245e5a138643cd4eb9837,17.0,17.5,[ 0.   10.25 12.75 19.5  23.25 26.5 ],3,True
5023,10683,3f207df678b143eea3cee63160fa8bed,7.0,9.25,"[ 1.5   1.75  7.    9.25 10.5  18.   22.25 23.75 25.   25.25 26.5  27.5
 29.25]",4,True
5024,10684,3f207df678b143eea3cee63160fa8bed,21.0,21.25,"[ 3.    6.75  7.25  7.5   8.5   9.75 10.25 11.   16.5  22.   22.25 25.5
 26.75]",4,True
5025,10686,3f207df678b143eea3cee63160fa8bed,21.0,21.5,[ 2.    3.25  3.75 10.   10.5  11.25 13.25 13.75 19.25 20.5  25.75 26.5 ],4,False
5026,10687,5a8bc65990b245e5a138643cd4eb9837,24.0,24.25,[ 3.25  5.    8.   13.5  24.5 ],3,True
5027,10689,3f207df678b143eea3cee63160fa8bed,0.0,7.5,[ 0.5   8.75 11.   24.75 25.5 ],4,False
5028,10690,5a8bc65990b245e5a138643cd4eb9837,7.0,8.0,[ 3.25  3.75  6.5   8.75 14.   18.5  19.5  20.5  23.75 25.25 25.75],3,True
5029,10695,3f207df678b143eea3cee63160fa8bed,7.0,7.75,[18.75 21.   21.25 24.75 25.   27.25 29.  ],4,False
5030,10696,3f207df678b143eea3cee63160fa8bed,7.0,7.25,[ 7.5   9.75 18.25 18.75 20.25 20.75 21.   26.25],4,True
5031,10698,5a8bc65990b245e5a138643cd4eb9837,7.0,7.75,"[ 0.5   0.75  1.5   1.75  3.    3.25  3.5   4.5   5.5   6.    8.75 10.5
 15.25 21.  ]",3,True
5032,10699,5a8bc65990b245e5a138643cd4eb9837,21.0,21.0,[16.75 19.5  20.5  27.  ],3,False
5033,10700,5a8bc65990b245e5a138643cd4eb9837,17.0,17.75,[ 5.75  8.   12.5  17.5  18.25 18.75 21.   21.5  25.   26.25 26.5 ],3,True
5034,10701,3f207df678b143eea3cee63160fa8bed,14.0,14.0,[ 0.    1.    1.5   2.25  3.75  5.25 14.25 14.5  15.   17.75 24.75],4,True
5035,10703,3f207df678b143eea3cee63160fa8bed,24.0,25.25,[ 1.5   8.75  9.25 10.   13.25 16.75 18.75 20.25 21.   24.  ],4,False
5036,10706,3f207df678b143eea3cee63160fa8bed,14.0,15.0,"[ 3.5   7.5   9.75 10.75 11.5  16.5  17.25 18.   18.5  21.75 22.5  23.75
 25.   25.25 26.   27.25 29.  ]",4,True
5037,10710,5a8bc65990b245e5a138643cd4eb9837,0.0,1.0,[ 2.5   4.75  5.25 10.5  18.   18.75 19.5  20.   22.25 22.5  25.75 27.5 ],3,True
5038,10711,5a8bc65990b245e5a138643cd4eb9837,14.0,14.5,[ 9.25 10.   10.75 12.5  14.75 20.   22.  ],3,True
5039,10712,5a8bc65990b245e5a138643cd4eb9837,17.0,22.25,[ 0.75  9.25 13.   16.   29.25],3,False
5040,10713,5a8bc65990b245e5a138643cd4eb9837,14.0,17.25,[ 3.25  7.75  8.   14.75 16.25 24.25 24.5  24.75 25.25 26.25],3,False
5041,10716,3f207df678b143eea3cee63160fa8bed,24.0,24.5,"[ 2.    3.25  3.75  8.75  9.25 10.   10.25 12.   15.   17.   21.75 26.75
 27.  ]",4,True
5042,10718,5a8bc65990b245e5a138643cd4eb9837,17.0,18.25,"[ 2.25  5.75 14.   14.75 15.25 15.75 16.5  16.75 20.   21.25 22.   22.25
 25.25 25.5  25.75 26.25 27.5  28.   28.75]",3,True
5043,10722,3f207df678b143eea3cee63160fa8bed,0.0,2.5,[ 2.   11.25 16.5  17.   20.25 27.   29.5 ],4,False
5044,10726,5a8bc65990b245e5a138643cd4eb9837,7.0,14.0,[ 3.25  9.25 19.5  19.75 24.5  25.25 27.5 ],3,False
5045,10730,3f207df678b143eea3cee63160fa8bed,24.0,24.0,[ 7.75  8.5  15.5  21.   22.5 ],4,False
5046,10731,3f207df678b143eea3cee63160fa8bed,24.0,26.5,[ 5.   15.75 16.25 20.5  22.  ],4,False
5047,10732,3f207df678b143eea3cee63160fa8bed,17.0,20.0,[ 7.   11.25 22.25 27.5 ],4,False
5048,10735,5a8bc65990b245e5a138643cd4eb9837,0.0,0.0,[ 5.25  7.25 11.   14.   14.75 16.25 24.25 27.5 ],3,False
5049,10737,3f207df678b143eea3cee63160fa8bed,14.0,16.0,[ 1.25 13.25 16.25 21.   22.5  23.25 25.25 27.5  28.5 ],4,True
5050,10738,5a8bc65990b245e5a138643cd4eb9837,7.0,9.5,[ 0.5  13.   22.5  24.   24.5  24.75 25.75 27.75],3,False
5051,10739,5a8bc65990b245e5a138643cd4eb9837,0.0,0.5,[ 4.5   6.5   8.5   9.75 10.   10.25 21.5  28.75],3,False
5052,10740,5a8bc65990b245e5a138643cd4eb9837,21.0,21.25,[13.75 18.   18.75 19.5  20.25 20.75 21.25 23.25 24.75 27.25],3,True
5053,10742,3f207df678b143eea3cee63160fa8bed,21.0,22.0,"[ 1.    1.5   1.75  3.75  5.    7.    7.5   8.25  9.    9.75 10.   11.25
 11.5  11.75 13.75 16.5  17.   17.25 17.75 19.   25.   25.25 27.75 28.25
 28.75 29.5 ]",4,True
5054,10743,5a8bc65990b245e5a138643cd4eb9837,17.0,17.5,[ 8.25  9.    9.5   9.75 13.   16.5  18.   19.5  23.  ],3,True
5055,10749,5a8bc65990b245e5a138643cd4eb9837,14.0,15.0,[19.25 21.75 26.25 26.75],3,False
5056,10751,5a8bc65990b245e5a138643cd4eb9837,7.0,7.25,[ 7.5  10.5  11.25 20.   27.5 ],3,True
5057,10752,5a8bc65990b245e5a138643cd4eb9837,7.0,10.25,[ 5.75 10.5  11.25 14.25 16.   18.5  19.5  24.75 26.5  27.5 ],3,False
5058,10755,5a8bc65990b245e5a138643cd4eb9837,21.0,21.5,[ 8.    8.5   8.75  9.75 10.25 11.5  13.75 14.25 15.75 18.25 25.25 28.5 ],3,False
5059,10756,5a8bc65990b245e5a138643cd4eb9837,0.0,1.0,"[ 5.25  7.5   8.   10.25 11.25 13.   14.25 14.75 16.   16.75 18.5  21.25
 22.   23.   24.25 24.5  25.25 25.75 26.   26.25 28.5 ]",3,False
5060,10757,5a8bc65990b245e5a138643cd4eb9837,7.0,7.25,[ 4.5   6.75 14.25 23.75 26.25 26.75],3,False
5061,10761,3f207df678b143eea3cee63160fa8bed,0.0,3.5,[ 9.25 16.75 18.25 26.   29.25],4,False
5062,10764,5a8bc65990b245e5a138643cd4eb9837,0.0,1.75,[ 1.25 14.   15.   21.75 25.25 29.   29.75],3,False
5063,10765,3f207df678b143eea3cee63160fa8bed,7.0,8.0,[ 5.75  8.25 17.25],4,True
5064,10767,5a8bc65990b245e5a138643cd4eb9837,21.0,21.5,"[ 0.    0.5   1.25  1.75  2.    2.5   3.25  4.5   6.25  6.5  11.25 14.75
 16.   16.5  18.   20.75 21.5  21.75 22.75 24.   25.5  26.25]",3,True
5065,10768,3f207df678b143eea3cee63160fa8bed,7.0,10.0,[ 1.75  3.    5.   11.5  15.25 15.5  20.25 27.5  27.75 29.  ],4,False
5066,10771,3f207df678b143eea3cee63160fa8bed,21.0,23.0,[13.75 14.75 17.75 23.   26.5  29.75],4,True
5067,10773,3f207df678b143eea3cee63160fa8bed,24.0,24.5,[16.75],4,False
5068,10779,5a8bc65990b245e5a138643cd4eb9837,24.0,24.25,[ 1.75  9.75 21.75 29.  ],3,False
5069,10782,5a8bc65990b245e5a138643cd4eb9837,21.0,23.0,"[ 1.25  4.5   7.5   7.75  9.25 10.   11.   12.75 17.5  18.   18.25 20.5
 21.5  22.75 23.5  25.5 ]",3,True
5070,10783,5a8bc65990b245e5a138643cd4eb9837,0.0,0.5,[5.],3,False
5071,10784,3f207df678b143eea3cee63160fa8bed,24.0,24.0,[12.75 14.75 17.25 20.   20.75 23.25 23.5  25.75 26.5  26.75 27.75 29.75],4,True
5072,10785,5a8bc65990b245e5a138643cd4eb9837,7.0,7.25,[ 9.   11.75 15.75 17.25],3,True
5073,10789,3f207df678b143eea3cee63160fa8bed,24.0,29.25,[ 3.   10.   13.25 20.25 27.25 29.5 ],4,False
5074,10790,5a8bc65990b245e5a138643cd4eb9837,24.0,24.5,"[ 2.    2.25  4.5  11.   11.25 11.5  12.25 14.25 16.5  17.5  18.5  20.
 25.25 27.  ]",3,True
5075,10793,5a8bc65990b245e5a138643cd4eb9837,17.0,19.0,[10.   14.25 18.5  23.5  26.25 27.   28.25],3,False
5076,10797,5a8bc65990b245e5a138643cd4eb9837,7.0,7.0,[ 0.5   4.25  5.75  9.75 23.25 27.  ],3,True
5077,10799,5a8bc65990b245e5a138643cd4eb9837,0.0,1.25,"[ 1.5   2.75  3.    7.5   8.5  12.5  15.75 19.25 19.5  20.25 20.75 21.
 23.75 24.   25.75 27.25 29.  ]",3,True
5078,10800,5a8bc65990b245e5a138643cd4eb9837,7.0,7.5,"[ 8.25  9.   15.   17.25 17.75 18.   19.25 22.   23.5  23.75 24.5  25.25
 26.  ]",3,True
5079,10804,5a8bc65990b245e5a138643cd4eb9837,17.0,19.25,[ 5.75 17.  ],3,False
5080,10810,5a8bc65990b245e5a138643cd4eb9837,14.0,15.0,[ 8.75 12.25 17.25 21.75 26.5 ],3,False
5081,10812,3f207df678b143eea3cee63160fa8bed,0.0,4.0,"[ 4.75  6.75  8.5  10.   10.75 11.5  12.   12.25 14.75 16.25 17.   18.25
 23.5  26.75]",4,False
5082,10813,3f207df678b143eea3cee63160fa8bed,14.0,15.0,[ 0.5   3.25 11.   11.5  15.   18.   19.25 21.5  27.75],4,True
5083,10815,3f207df678b143eea3cee63160fa8bed,14.0,15.75,[ 6.25 11.   15.   16.   22.   24.5  28.  ],4,True
5084,10817,3f207df678b143eea3cee63160fa8bed,21.0,22.25,[ 0.25  2.25  5.   13.   22.25 24.75 25.5  26.5  27.75],4,True
5085,10818,3f207df678b143eea3cee63160fa8bed,14.0,14.75,"[ 2.    3.75  4.75  5.    6.    6.5   7.25  8.5   9.25 10.25 12.   16.5
 16.75 17.5  19.25 21.25 23.   25.   26.25 27.25 27.75]",4,True
5086,10820,3f207df678b143eea3cee63160fa8bed,17.0,20.75,[12.5  18.   24.75 28.75],4,False
5087,10821,5a8bc65990b245e5a138643cd4eb9837,0.0,0.0,[ 1.25  8.5  18.5  20.5  21.  ],3,True
5088,10826,5a8bc65990b245e5a138643cd4eb9837,24.0,24.5,[11.5 18.  20.5 29. ],3,False
5089,10828,3f207df678b143eea3cee63160fa8bed,17.0,20.0,[ 4.25 16.25 21.   28.75],4,True
5090,10829,5a8bc65990b245e5a138643cd4eb9837,14.0,14.25,[ 1.75  7.75 14.75 21.25 22.5  24.   25.5  29.75],3,True
